token,aap,frequency
steek,-0.07194838,59914
gezelschap,0.14624977,59582
immers,0.005313337,59323
poging,-0.049777072,59282
delen,0.03371937,59209
besloten,0.0051242653,59202
spanning,-0.00078143924,59129
schrijven,-0.009982184,59017
zorg,0.02938443,59006
geest,0.03964795,58953
verkeerd,-0.0910349,58933
ervaring,0.064439535,58916
heupen,0.08820552,58894
wendde,-0.022555562,58825
bleven,0.022176169,58799
gebeurt,-0.044862166,58792
spullen,4.9147755e-05,58780
gewend,0.0058079585,58723
volgen,-0.012939544,58649
bar,0.069312245,58637
luisteren,0.0018513761,58583
geleerd,0.013220876,58536
moe,-0.05532658,58499
koning,0.023701653,58347
genot,0.06223598,58299
klopte,-0.010778651,58254
richtte,-0.0074933916,58120
gezeten,-0.027885642,58056
gesloten,0.009429639,57987
paard,0.019283436,57936
rende,-0.072169155,57896
pad,0.019778058,57877
achterover,0.011095615,57836
brede,0.118486725,57780
werkt,0.014922069,57661
klap,-0.07355435,57617
hoeven,-0.049149625,57497
redden,-0.09708283,57494
helaas,0.040188782,57415
tanden,-0.0337188,57329
bedenken,-0.057932198,57291
fronste,-0.04369361,57262
perfect,0.21907619,57187
slotte,-0.015827563,57076
zwanger,-0.080149755,57049
zagen,-0.0029366775,56960
bijvoorbeeld,0.010462068,56901
gisteren,-0.03197183,56795
keren,-0.01788718,56793
las,0.0056168586,56739
oorlog,-0.06858258,56698
stof,0.01402954,56646
achteruit,-0.081078365,56630
mrs,0.053549353,56596
jas,-0.0039529353,56538
nick,0.035224117,56532
dragen,-0.024190247,56509
vriendelijk,0.109132715,56492
daarop,0.02544919,56485
vervolgde,-0.0013173437,56334
slag,-0.038871236,56287
liefst,-0.04453953,56263
bewoog,0.060563132,56162
middag,0.060245384,56036
dienst,0.019623403,56036
gebouw,0.02531398,55999
thee,0.039559226,55769
zulke,-0.003272675,55712
kalm,0.0029216632,55661
volkomen,0.0021366477,55632
passen,0.017079178,55555
maand,0.008572363,55431
kneep,-0.003318265,55428
john,-0.0053406786,55408
tegelijk,0.0012856722,55364
zeven,0.013048466,55240
anna,0.046981335,55176
verliezen,-0.06916911,55119
groter,-0.016834557,55044
vele,0.053694807,54964
stoppen,-0.103330344,54951
collega,0.025178472,54928
bereid,0.020121329,54899
bezorgd,-0.081911415,54889
bel,-0.03587725,54851
bekeek,0.04328273,54839
leidde,0.057547946,54693
been,-0.044721827,54666
derde,-0.02292082,54581
slikte,-0.090258956,54507
extra,0.059293464,54418
lief,0.10518862,54357
opwinding,0.015372857,54340
wisten,-0.0277034,54314
groep,0.024363246,54268
band,0.091116555,54265
gasten,0.11496992,54245
voorkomen,-0.1371937,54222
kwijt,-0.057432033,54122
betalen,-0.06254567,54001
glazen,0.05220244,53974
schaduw,0.07759774,53872
herinneringen,0.014476374,53845
jake,0.019371506,53814
plannen,0.041199993,53760
sneller,-0.0016627982,53730
tegelijkertijd,0.01943858,53708
tevoorschijn,0.023232851,53405
duurde,0.04337921,53351
voordeur,-0.011823311,53319
leeftijd,0.03087385,53236
begrepen,-0.024250176,53227
omlaag,-0.011613395,53184
beschermen,-0.09183546,52934
emoties,-0.048724636,52900
schonk,0.076627,52894
badkamer,0.0018375907,52883
gebaar,0.030437907,52847
ernstig,-0.08433199,52831
vertrek,0.021228276,52805
oma,0.041019972,52775
ongetwijfeld,0.021776885,52746
fles,0.03987334,52746
groene,0.10654845,52736
bomen,0.06486101,52651
vorm,0.07686663,52550
kate,0.04272382,52516
daardoor,-0.036501177,52515
daarbij,0.011240698,52479
houding,0.035307154,52467
tilde,0.019291855,52386
waard,0.005129449,52385
sterke,0.08810622,52140
droom,0.054174155,52047
rekening,0.009468108,51934
lege,-0.025923561,51870
gedragen,-0.048239905,51816
gekocht,0.044805,51791
reis,0.070064425,51748
serieus,-0.01669883,51627
papier,-0.005851044,51604
verkeerde,-0.09215462,51582
toegeven,-0.02916444,51549
sta,-0.05171503,51528
herhaalde,-0.05061172,51450
york,-0.0043614544,51442
houd,-0.022769429,51396
maakten,0.013464268,51336
restaurant,0.1361789,51105
aarde,0.04679127,51094
bos,0.04284201,50988
trek,-0.03128035,50803
strand,0.07724172,50770
paniek,-0.13715859,50646
uren,0.024449095,50644
ongeluk,-0.13073125,50600
afspraak,0.0043075094,50567
genieten,0.11726685,50517
winkel,0.0694453,50515
sexy,0.12558836,50436
doel,0.07670684,50293
opgewonden,-0.0046146214,50275
hoef,-0.030101955,50254
ontspannen,0.11870488,50233
warmte,0.12299562,50112
durfde,-0.06695863,50020
houten,0.029035386,49874
bestond,0.028293636,49824
opmerking,-0.056204222,49817
dromen,0.04732123,49690
ondertussen,0.009062026,49660
hé,-0.01760061,49651
miss,0.088878594,49607
dorp,0.050372567,49604
ziek,-0.117207125,49573
geschreven,0.0104330275,49471
bedoeling,-0.024456851,49459
bloemen,0.13663937,49442
hal,0.044386096,49431
controle,-0.013992853,49345
realiseerde,-0.039284013,49337
’t,0.011175565,49305
behoorlijk,-0.023192897,49239
hallo,0.072845615,49199
bord,0.014208748,49182
merken,-0.027185135,49180
risico,-0.055415466,49141
last,-0.07143069,49064
doordat,-0.032786693,49032
muren,0.005274348,48962
krant,-0.027313646,48867
overhemd,0.014956288,48838
gebroken,-0.083992735,48765
bepaalde,0.021549104,48763
david,0.03606264,48725
hief,0.013155147,48645
hielp,0.006916646,48467
luister,-0.025522435,48434
=,0.03985431,48427
eén,-0.025148062,48390
verbazing,0.006230116,48360
deuren,0.012071675,48349
scherp,0.0032899901,48339
erachter,-0.043993693,48328
spel,0.024501562,48308
wreef,-0.026050791,48209
geheel,0.118959665,48180
woonde,0.04320881,48149
beslist,0.055546112,48130
den,-0.022010019,48012
ogenblik,0.009790741,48004
geboren,0.036850423,47997
genoemd,0.009275388,47961
honderd,-0.0050282935,47949
omgeving,0.1367639,47932
zwijgend,0.00836125,47823
gevolgd,-0.030839054,47792
fout,-0.12994093,47703
seconden,-0.02426776,47692
onderwerp,0.024269044,47582
streelde,0.09568526,47525
gebleven,0.033131804,47345
gewerkt,0.016307937,47175
makkelijk,-0.0045965165,47168
vertrok,-0.021415457,47147
dichterbij,0.0036494462,47033
schreeuwde,-0.1503765,46987
gebruik,0.002163509,46916
gedrag,-0.08621778,46875
koude,-0.0449764,46848
echtgenoot,0.051657915,46799
woonkamer,0.0475676,46769
rij,0.029872432,46751
gelopen,-0.034064367,46744
grace,0.07146068,46739
sarah,0.030956397,46709
bedoelde,-0.03214719,46615
m,-0.030612737,46570
kerk,0.04165503,46543
vaker,-0.03233342,46530
geheim,0.005580142,46433
will,-0.042157356,46415
eiland,0.097420506,46326
opluchting,-0.0061164647,46225
bieden,0.02132345,46219
gelaten,-0.02713529,46198
enorm,0.046421148,46151
gevaar,-0.076526105,46129
ramen,0.03774865,46099
succes,0.09960538,46096
wijze,0.038136743,46063
voldoende,0.048597023,46057
namelijk,0.017289072,46035
getrokken,-0.036342353,46024
ouder,0.012455963,45942
bewegen,-0.0055164844,45939
lijken,-0.05861058,45930
luisterde,0.04222615,45803
geloofde,-0.020784274,45745
ziel,0.02345173,45718
wanhopig,-0.09018311,45581
betreft,0.02997635,45580
trekt,-0.052222162,45553
vermoord,-0.17026448,45511
lift,0.03735574,45478
gemak,0.051961474,45433
telkens,-0.024376867,45387
voortdurend,-0.076230556,45328
feest,0.10134659,45258
opgelucht,-0.0149530545,45249
gestaan,-0.014876254,45192
fantastisch,0.16147798,45073
zichtbaar,0.022418976,45054
vent,-0.027004547,45050
schreef,0.029508376,45037
slaakte,-0.026750842,45035
gestuurd,-0.041476198,45021
jammer,0.075495414,44920
boot,0.039012536,44868
roze,0.11034624,44836
papieren,-0.026091412,44756
prijs,0.057897493,44715
praat,-0.038422238,44687
bekende,0.0026530288,44618
onderweg,0.004104618,44617
spiegel,0.018648341,44602
probeert,-0.08360816,44544
sneeuw,0.004779443,44526
nadenken,-0.023526683,44515
ware,0.030625641,44485
veranderde,0.007996944,44423
gehaald,-0.049440965,44418
draaien,-0.040662147,44328
tom,-0.02185094,44318
broers,0.00044792518,44282
aarzelde,-0.008960461,44278
moeders,-0.010003818,44232
bereiken,0.010125615,44185
gouden,0.16446695,44131
gelezen,-0.016687442,44120
gisteravond,-0.05091425,44071
heer,0.060018547,44068
vrije,0.027933639,44031
stenen,-0.006024398,44008
stuur,-0.07192673,43966
twijfel,-0.038910344,43949
slechte,-0.045003258,43931
steken,-0.087841876,43879
gauw,-0.017657515,43860
vliegtuig,0.008813001,43807
dankbaar,0.057639405,43774
james,0.030980228,43773
verborgen,0.0041044876,43768
kiezen,-0.020988002,43698
enigszins,0.010040408,43690
arme,-0.12142014,43656
schuldig,-0.15556109,43622
snap,-0.075087935,43610
schrok,-0.10329858,43500
grijns,0.03417601,43416
sterker,-0.02188085,43413
ernaar,0.013190094,43399
lucas,-0.041547738,43386
werkelijkheid,0.028010532,43378
sophie,0.06872497,43343
duren,0.0099140555,43241
aanwezigheid,0.028650597,43229
rusten,0.002808461,43190
kanten,0.0070693567,43123
spijkerbroek,0.04165698,42966
verlangde,0.044044,42964
nerveus,-0.06954941,42960
rechtop,-0.036194917,42957
moed,0.00976748,42932
herkende,-0.003084816,42843
la,0.058725055,42785
links,-0.017831396,42757
oudere,0.032037582,42747
verstand,0.047602803,42665
zojuist,-0.03449694,42458
bekijken,0.042249404,42443
verbergen,-0.08930432,42432
gesteld,-0.0084274765,42381
advocaat,-0.03653058,42380
meegenomen,0.0020275246,42377
vonden,0.044094324,42252
teken,0.01963786,42037
gevaarlijk,-0.04043226,42028
kat,-0.031096136,42015
paul,0.0293697,42002
sturen,-0.06071844,41946
verhalen,0.042401813,41945
grootvader,0.034296975,41901
prettig,0.078246854,41888
beurt,0.02238626,41731
maggie,0.04129203,41672
tenslotte,0.015480682,41645
bewijzen,-0.06634809,41629
schat,0.10043158,41625
film,0.055148784,41599
ring,0.058650527,41597
afscheid,0.016128842,41576
ontdekt,-0.021920715,41510
lichte,0.06658812,41487
hielden,0.0034240726,41405
bood,0.06248932,41384
slok,0.0068401396,41356
honger,-0.071989946,41355
dertig,0.017154915,41314
lachje,0.027486,41246
rolde,-0.03599792,41195
meende,0.0021379255,41181
kennis,0.11512453,41105
lijn,0.047156192,41085
grijze,0.04689703,41081
gekleed,0.111277536,41070
verderop,0.017159171,41062
kast,-0.0043468513,41035
bruiloft,0.06655627,41000
lucy,0.054012343,40967
ruzie,-0.110572696,40936
zomer,0.09648907,40888
dichtbij,0.0103077665,40791
regen,-0.021946114,40785
verwachtte,-0.040005505,40707
intussen,0.016586185,40666
grinnikte,0.03043903,40628
deuropening,0.024811417,40609
gelegenheid,0.10990463,40559
verte,0.054116488,40556
mam,-0.025508475,40515
spoor,-0.02852946,40513
genoot,0.12609449,40453
staren,-0.03495443,40384
dat.,-0.007927895,40291
kregen,0.0053857937,40269
vaders,-0.05369422,40237
tegenwoordig,0.04749681,40235
lukte,-0.031073155,40224
luke,0.0329192,40199
terecht,-0.050599806,40193
beloofd,0.019084755,40171
emily,0.06527422,40153
besluit,-0.014648348,40152
adam,0.055939287,40146
eenvoudig,0.097431175,40141
bestaat,-0.0008551888,40093
jeugd,0.060734063,40006
vergeet,-0.034121852,39980
charlie,0.010851181,39925
geschrokken,-0.15880354,39911
persoonlijk,0.008160591,39890
haastig,-0.07906923,39861
olivia,0.067608,39769
aankeek,-0.008433772,39674
and,0.023406094,39669
harry,0.037311397,39660
boom,0.0032071248,39646
omstandigheden,0.018851966,39619
twaalf,0.012381696,39556
dak,-0.009232106,39533
opdracht,0.029715855,39519
lily,0.07932575,39454
laag,0.04489332,39412
moord,-0.18061002,39396
verklaarde,-0.01189527,39360
strijd,-0.043106884,39318
verdomme,-0.21177347,39316
scheen,0.08697623,39304
avonds,0.041649316,39290
bedoelt,-0.04903783,39263
geïnteresseerd,0.056422904,39235
peter,-0.0043263035,39204
blote,0.02693461,39196
horloge,0.010509202,39181
reageren,-0.08799736,39101
seconde,-0.018996555,39096
agent,-0.05411166,39094
uitzicht,0.18082827,39094
prins,0.06189774,39017
weekend,0.06986329,39010
douche,0.0108710695,38971
woedend,-0.23037922,38970
thomas,-0.039858118,38932
noemde,0.014590425,38911
sprake,-0.020649299,38881
michael,0.02083779,38750
gras,0.037439488,38742
verdorie,-0.12979205,38680
uiteraard,0.07140106,38643
bad,0.04367101,38609
huizen,0.048056733,38584
ontmoeten,0.056069657,38555
zwijgen,-0.060645137,38548
portier,-0.003787797,38524
ontzettend,0.019095734,38522
dol,0.07847057,38504
dom,-0.09611596,38491
droog,-0.023362627,38488
nieuwsgierig,-0.008029714,38473
vlucht,-0.035000652,38466
dansen,0.10553411,38454
mes,-0.11574574,38428
t-shirt,0.026267229,38414
rivier,0.050409272,38405
aanraking,0.050871283,38397
halve,-0.012250688,38384
vertrouwde,0.02055015,38354
snelle,0.030657671,38324
bewijs,-0.046028942,38317
meegemaakt,-0.034005783,38281
rennen,-0.10628908,38245
rechts,-0.026824294,38161
knipperde,-0.040733706,38045
sleutel,0.01636469,38021
voorover,-0.0031540599,37975
mark,-0.02183486,37940
naakt,0.025171652,37938
motor,-0.022389088,37922
schoon,-0.0017892364,37859
scherpe,-0.046402134,37761
laatst,0.006283501,37759
camera,0.031206187,37747
harder,-0.07021096,37742
keerde,-0.017948061,37735
dwong,-0.02861942,37732
val,-0.13572666,37706
verrast,0.022805683,37662
kleding,0.088488415,37629
dronken,-0.0601004,37603
kreunde,-0.04335955,37603
toevallig,0.049841084,37601
vertelt,-0.026542114,37563
bruine,0.08653032,37477
redenen,-0.032577455,37475
belachelijk,-0.08628112,37434
kwalijk,-0.053197995,37422
amper,-0.0035682581,37415
zaal,0.070481196,37395
betrokken,-0.080600366,37395
positie,0.040617757,37394
a,0.025746938,37345
spieren,0.028338484,37291
sara,-0.013627773,37256
kwestie,0.00920783,37210
helder,0.068419494,37181
blikken,-0.022197984,37159
winnen,-0.030727193,37149
knappe,0.091977075,37127
gebied,0.0773133,37120
rijk,0.08687684,37105
wagen,-0.05457735,37087
enig,-0.015157394,37074
negen,0.006543545,37069
wezen,0.037963033,37050
meester,-0.039879955,37041
vrolijk,0.12654682,37012
herinner,0.0060869493,36964
besef,-0.03694789,36952
dollar,-0.022337448,36945
procent,-0.0039881766,36910
lot,-0.03700009,36909
des,-0.0061638057,36902
antwoorden,-0.021608524,36897
laura,0.066561416,36890
helft,0.0014472492,36883
lieten,0.0029187277,36875
aangetrokken,0.00666748,36870
beleefd,0.10335529,36867
wonder,0.0062139034,36815
minstens,-0.0037047006,36814
smalle,0.067187935,36795
regels,0.014460683,36769
veegde,-0.068977505,36749
team,0.08241009,36729
knap,0.116728134,36690
verdwijnen,-0.056711473,36672
duim,0.043325476,36645
vlees,-0.031131685,36617
energie,0.06297806,36609
gebruikte,-0.015298698,36603
voeren,-0.0067775594,36527
vanbinnen,-0.021674484,36496
geschiedenis,0.05568628,36470
haal,-0.058797665,36428
grijnsde,0.032127224,36421
tafeltje,0.06758243,36415
verkopen,-0.06280126,36388
dame,0.087596975,36362
parijs,0.1068244,36341
stom,-0.14691213,36336
gebaarde,0.01683285,36332
keus,-0.014340289,36317
kilometer,-0.005888503,36181
vakantie,0.09657633,36144
mening,0.03786984,36140
wou,-0.0337284,36099
rachel,0.020619635,36071
zeiden,-0.020246483,36050
haalt,-0.040519547,36046
dronk,0.035851214,36027
type,0.053623237,36002
waarvoor,-0.017657682,35994
heette,0.051807154,35974
schok,-0.052990913,35878
lijst,0.027430005,35853
ontbijt,0.04498121,35848
beslissing,-0.010913923,35828
maria,0.09287394,35812
mary,0.08126514,35802
voorlopig,0.02816477,35788
smaak,0.10633809,35745
verschrikkelijk,-0.10086036,35684
hardop,-0.06767404,35669
belangstelling,0.073994674,35660
simon,0.014356662,35650
heus,-0.07528425,35627
dieper,-0.030606324,35607
1,0.03521402,35598
hangt,-0.015425937,35568
woont,0.030046677,35556
al.,-0.00904545,35479
wild,-0.020124294,35451
schoonheid,0.20316772,35427
persoonlijke,0.014431812,35424
amerikaanse,0.01997859,35420
zul,0.016431259,35391
opa,0.011981184,35365
roepen,-0.08967089,35316
vooruit,-0.029120987,35315
geregeld,0.07004757,35302
pistool,-0.10987796,35278
geholpen,-0.021281205,35254
sluiten,-0.053962823,35245
daniel,0.006559535,35204
winter,0.041556712,35174
gelegd,-0.014953002,35165
paarden,0.064320415,35146
brengt,0.0038936846,35105
personeel,0.05891814,35017
chauffeur,0.016094502,35015
overleden,-0.039341994,34996
draait,-0.018980717,34994
vormen,0.0772667,34952
verwachten,-0.0180889,34916
vliegen,-0.02206957,34900
ongemakkelijk,-0.031896397,34889
achtergrond,0.09262569,34854
brak,-0.066733375,34830
doos,0.005370901,34822
kostte,-0.00064461306,34771
bal,0.011798602,34766
verschil,0.020788327,34749
ongelooflijk,0.095237754,34723
belangrijke,0.051764056,34713
kloppen,-0.023049649,34668
keuze,0.026850596,34659
plastic,-0.018049162,34611
achtergelaten,-0.071267284,34595
gekozen,0.022860581,34589
zwaaide,0.03793811,34542
waaraan,0.030973364,34529
bevond,0.0024609677,34490
wapen,-0.07551509,34487
verbaasde,-0.011523921,34452
nederland,0.06745288,34449
begrijpt,-0.055761956,34446
minuut,-0.0040924493,34431
taxi,0.009881401,34427
stemmen,-0.0073773265,34423
schieten,-0.11014998,34422
hitte,0.0016637892,34397
terrein,0.023164552,34366
ademhaling,0.028371036,34349
welk,-0.01473509,34346
vriendinnen,0.073791385,34345
raad,0.0040541776,34233
blauw,0.08537703,34225
gerust,0.006959606,34205
lady,0.07036254,34194
verklaring,-0.05827547,34189
arts,0.029394737,34181
bereikt,0.037773494,34168
steen,-0.020973891,34154
gewild,0.037333563,34149
slim,0.03173025,34130
begeerte,-0.0042918473,34065
claire,0.048563074,34063
glimlachen,-0.0030794442,34045
slaat,-0.07674987,34045
schrik,-0.13093269,34040
bezit,0.05045069,34033
richard,-0.013261421,33988
ontsnappen,-0.09267142,33982
zand,-0.008569308,33971
tenzij,-0.07336762,33925
verdieping,0.03422457,33903
dik,0.016507316,33881
carrière,0.05151037,33872
noch,-0.010923449,33863
matt,0.029327905,33858
